,road_name,gender
2995,Ludovicus Immink pad,male
2996,Luik singel,male
2997,Loosdrecht dreef,null
2998,Loosduinen straat,null
2999,Loots straat,female
3000,Loowaard,null
3001,Lopik hof,null
3002,Lord Kelvin straat,male
3003,Lorentz laan,male
3004,Lorreinen straat,null
3005,Lorrie straat,female
3006,Los kade Riekerhaven,male
3007,Lou Jansen plein,male
3008,Louis Apol straat,male
3009,Louis Armstrong straat,male
3010,Louis Bouwmeester Straat,male
3011,Louis Bouwmeester straat,male
3012,Louis Chrispijn straat,male
3013,Louis Couperus straat,male
3014,Lumeij straat,null
3015,Maria Antonia Walpurgis laan,female
3016,Louis Davids straat,male
3017,Louis De Visser plein,male
3018,Louis J. Welter brug,male
3019,Louis Moor hof,male
3020,Louis Naarstig straat,male
3021,Louis Raemaekers straat,male
3022,Louis Schotting straat,male
3023,Louise Marie Loeber plantsoen,female
3024,Louise Went straat,female
3025,Louvre laan,female
3026,Louweshoek,null
3027,Louwes weg,null
3028,Lucelle straat,female
3029,Pacaya straat,null
3030,LumièRe straat,female
3031,Lupine laan,female
3032,Lupine plein,female
3033,Lupine straat,female
3034,Lust hof,female
3035,Luthuli plein,male
3036,Lutkemeer weg,null
3037,Lutma straat,null
3038,Luton hof,male
3039,Luttenberg weg,null
3040,Luvernes,null
3041,Luyendijkje,null
3042,Luzac straat,null
3043,Lyceum brug,male
3044,LüBeck brug,null
3045,M. Berdenis Van Berlekom straat,null
3046,M. Gandhi laan,null
3047,M. Hanenberg straat,null
3048,M.C. Addicks straat,null
3049,M.J. Granpré MolièRe plein,null
3050,M.J.E. Lippits straat,null
3051,Ma Braun pad,null
3052,Maagdenpalm straat,null
3053,Maan straat,male
3054,Maarkedal pad,null
3055,Maarsen hof,null
3056,Maarten Harpertszoon Tromp straat,male
3057,Maarten Jansz. Koster straat,male
3058,Maasdriel hof,null
3059,Maaseik pad,null
3060,Maaseik straat,null
3061,Maasland straat,null
3062,Marco Polo straat,male
3063,Marcus straat,male
3064,Marga Klompé Laan,female
3065,Maassluis straat,null
3066,Maas straat,male
3067,Madeira pad,male
3068,Madelieven straat,null
3069,Madura straat,male
3070,Magalhaens plein,null
3071,Magerhorst,null
3072,Magersfontein straat,null
3073,Magneet straat,null
3074,Magnolia laan,female
3075,Magnolia straat,female
3076,Mainhaven weg,null
3077,Majang brug,female
3078,Majoor Bosshardt brug,male
3079,Majoor Frans weg,male
3080,Majoor Van Moerkerk pad,male
3081,Makassar plein,male
3082,Makassar straat,male
3083,Makelaarsbruggetje,null
3084,Margaret Bonds hof,female
3085,Margot Fonteyn straat,female
3086,Margriete Van Cleve laan,null
3087,Malden hof,male
3088,Malie baan,female
3089,Malta weg,male
3090,Malus laan,male
3091,Malva straat,female
3092,Mandarijnen straat,null
3093,Mandenmakers pad,null
3094,Mandenmakers steeg,null
3095,Manege straat,male
3096,Manenburg straat,null
3097,Manna De Wijs-Mouton hof,male
3098,Maputo weg,male
3099,Marathon weg,male
3100,Marcanti laan,null
3101,Marcellus Emants straat,male
3102,Marchant hof,male
3103,Maria Austria straat,female
3104,Maria Bes hof,female
3105,Maria Montessori straat,female
3106,Maria Sibylla Merian brug,female
3107,Maria SkłOdowska-Curie brug,female
3108,Maria Snel plantsoen,female
3109,Mariadistel kade,null
3110,Mariahoeve pad,null
3111,Marianella straat,female
3112,Marianne Hilarides plantsoen,female
3113,Marianne Philips straat,female
3114,Marie Altelaar plein,female
3115,Marie Baron laan,female
3116,Marie Heineken plein,female
3117,Marie Van Westerhoven straat,female
3118,Marieken Van Nimwegen straat,female
3119,Marifoon weg,null
3120,Mariniers kade,null
3121,Mariotte plein,female
3122,Mariotte straat,female
3123,Maritz straat,female
3124,Marius Bauer plantsoen,male
3125,Marius Bauer straat,male
3126,Marius Meijboom straat,male
3127,Marius Van Bouw dijk Bastiaanse straat,male
3128,MariëNdaal,null
3129,Marjolein straat,female
3130,Markelerberg pad,null
3131,Marken gouw,male
3132,Markengouwtunnel,null
3133,Marken plein,male
3134,Marker veld,male
3135,Markies pad,male
3136,Markon straat,male
3137,Mark singel,male
3138,Marmolada,null
3139,Marnix kade,male
3140,Marnix plein,male
3141,Marnix straat,male
3142,Maroa straat,female
3143,Marquette,female
3144,Marskramer straat,null
3145,Marsman straat,male
3146,Mars straat,male
3147,Martelaars gracht,null
3148,Marten Corver hof,male
3149,Martien Coppens hof,male
3150,Martin Ennals plein,male
3151,Martin Ennals straat,male
3152,Martin Luther King Park,male
3153,Martin Luther King laan,male
3154,Martin Luther King park,male
3155,Martin NiemöLler straat,male
3156,Martin Vlaar kade,male
3157,Martini Van Geffen straat,male
3158,Martinus Jan Langeveld straat,male
3159,Nedersticht,null
3160,Mary Van Der Sluis straat,female
3161,Mary Wollstonecraft brug,female
3162,Mary Zeldenrust straat,female
3163,Mastbos,null
3164,Mast hof,male
3165,Mata Hari hof,female
3166,Mataram straat,male
3167,Matenesse- Hof,null
3168,Mathijs Vermeulen pad,male
3169,Mathura straat,female
3170,Matrozen hof,null
3171,Mattenbies straat,null
3172,Matterhorn,male
3173,Mattheus Sladus hof,male
3174,Maurice Peeters pad,male
3175,Maurice Ravel laan,male
3176,Maurits Binger plantsoen,male
3177,Maurits Kann straat,male
3178,Maurits Sabbe hof,male
3179,Meer pad,female
3180,Meester Treub laan,male
3181,Methaan weg,null
3182,Maurits kade,male
3183,Maurits straat,male
3184,Mauve straat,male
3185,Max De Haas straat,male
3186,Max Euwe plein,male
3187,Max Planck straat,male
3188,Maxwell straat,male
3189,Mechelen singel,male
3190,Medemblik straat,null
3191,Meent straat,female
3192,Meer En Vaart,female
3193,Meerhuizen plein,null
3194,Meerhuizen straat,null
3195,Meerkerk dreef,null
3196,Meerlucht laan,null
3197,Meermont kade,null
3198,Meern hof,null
3199,Menara hof,female
3200,Mendel hof,male
3201,Meester Visser plein,male
3202,Meeuwen laan,null
3203,Meeuwen plein,null
3204,Mendes Da Costa hof,male
3205,Menno Ter Braak straat,male
3206,Mensinge,null
3207,Metroplaats,null
3208,Metrostation Nieuwmarkt,null
3209,Rosy Wertheim straat,female
3210,Meiberg dreef,null
3211,Metrostation Waterloo plein,null
3212,Oetgensdwars straat,null
3213,Meiberg pad,null
3214,Meidoorn plein,null
3215,Meidoorn weg,null
3216,Meimorgen straat,null
3217,Mekong weg,male
3218,Melis Stoke hof,female
3219,Melkdistel straat,null
3220,Melkmeisjes brug,null
3221,Melk weg,male
3222,Melkweg brug,null
3223,Meloenen straat,null
3224,Melsbroek hof,null
3225,Memeleiland,null
3226,Memling straat,male
3227,Menado straat,null
3228,Mercator plein,null
3229,Mercator straat,null
3230,Merce Cunningham plantsoen,female
3231,Mercken burg,null
3232,Mercurius plein,male
3233,Mercurius straat,male
3234,Merel pad,female
3235,Merel straat,female
3236,Merlijn straat,male
3237,Merwede plein,null
3238,Mesdag straat,null
3239,Messchaert straat,null
3240,Messina straat,male
3241,Metaalbewerker weg,null
3242,Meteoren singel,null
3243,Meteoren weg,null
3244,Midden weg,null
3245,Rotgans steeg,null
3246,Metrostation Weesper plein,null
3247,Metrostation Wibaut straat,null
3248,Metsel straat,null
3249,Mezen laan,male
3250,Mezen straat,male
3251,Mezquita laan,male
3252,MichaëL plein,male
3253,Michel De Klerk hof,male
3254,Michel Fokine straat,male
3255,Michel Foucault brug,male
3256,Michelangelo straat,male
3257,Michiel De Ruijtertunnel,male
3258,Middelhoff straat,null
3259,Middelie straat,null
3260,Middelveld straat,null
3261,Midden laan Zunder dorp,null
3262,Middenmeer,null
3263,Middenmeer pad,null
3264,Middentunnel,null
3265,Midscheeps,null
3266,Midwoud pad,null
3267,Mien Labberton straat,female
3268,Mien Ruys brug,female
3269,Mije hof,male
3270,Mijnden hof,null
3271,Mikonos pad,null
3272,Millet straat,female
3273,Millingen hof,null
3274,Milovan Djilas plein,male
3275,Milovan Djilas straat,male
3276,Minahassa straat,null
3277,Minckelers straat,null
3278,Minervahaven weg,null
3279,Minerva laan,female
3280,Minerva pad,female
3281,Minerva plein,female
3282,Minnemoers straat,null
3283,Mira plein,female
3284,Moddermolen brug,null
3285,Moddermolen straat,null
3286,Modelmaker straat,null
3287,Modem straat,male
3288,Moeder Alacoque brug,female
3289,Moederkruid straat,null
3290,Moeras pad,null
3291,Moerbeien straat,null
3292,Moerbeke,null
3293,Moerdijk straat,null
3294,Moermansk kade,null
3295,Moersbergen,null
3296,Moestuin laan,null
3297,Moezelhaven weg,null
3298,Moker straat,male
3299,Molen 'T Haasje pad,male
3300,Molenaars weg,null
3301,Molen gouw,male
3302,Molen kade,male
3303,Molen pad,male
3304,Molen steeg,male
3305,Molenwerf,null
3306,Molenwijk,null
3307,Mol steeg,male
3308,Molukken straat,null
3309,Molukken straat (Insulinde weg),null
3310,Mona Gowan pad,female
3311,Mondlane straat,null
3312,Monitor straat,male
3313,Nieuwmarkt,null
3314,Monnikendammer plantsoen,null
3315,Monnikendammer weg,null
3316,Monniken straat,null
3317,Monnikskap straat,null
3318,Mont Blanc plein,female
3319,Mont Ventoux pad,female
3320,Monte Adi,male
3321,Monte Perdido,male
3322,Monte Rosa plein,male
3323,Montefiore park,null
3324,Montelbaans brug,null
3325,Montelbaan straat,null
3326,Montferland straat,null
3327,Montfoort hof,null
3328,Moreelse straat,null
3329,Morellen straat,null
3330,Morra hof,female
3331,Mortel straat,male
3332,Mos plein,male
3333,Mos straat,male
3334,Mosterdpot steeg,null
3335,Mos veld,male
3336,Motor kade,male
3337,Motorwal,null
3338,Mouthaan steeg,null
3339,Mozart kade,male
3340,Mozes En AäRon straat,male
3341,Mr. J.J. Van Der Velde brug,null
3342,Ms. Oslofjord weg,null
3343,Ms. Tarn weg,null
3344,Ms. Van Riemsdijk weg,null
3345,Mt. Lincoln weg,null
3346,Mubretia laan,null
3347,Muiderberg brug,null
3348,Muider straat,null
3349,Muntberg weg,null
3350,Muntendam straat,null
3351,Munt plein,male
3352,Murillo straat,male
3353,Museum plein,female
3354,Museum straat,female
3355,Mussen straat,null
3356,Muurbloem straat,null
3357,Muur weg,null
3358,Muzen plein,null
3359,MáRia Telkes straat,female
3360,N. Lansdorp straat,null
3361,Naaldwijk straat,null
3362,Naardermeer straat,null
3363,Nachtegaal laan,male
3364,Nachtegaal straat,male
3365,Nachtwacht laan,null
3366,Nadezjda Mandelstam straat,female
3367,Nadia En Lili Boulanger plantsoen,female
3368,Nadir straat,male
3369,Nadorst steeg,null
3370,Nageljongen straat,null
3371,Nannie Van Wehl straat,female
3372,Nanno plein,male
3373,Narita weg,female
3374,Narva-Eiland,male
3375,Narwal straat,male
3376,Ndsm- Plein,null
3377,Ndsm- Straat,null
3378,Nieuwpoort kade,null
3379,Onze Lieve Vrouwe steeg,female
3380,Nassau kade,male
3381,Nassau plein,male
3382,Nathan F. IsraëL weg,male
3383,Ndsm- Kade,null
3384,Nederhoven,null
3385,Pieter Van Der Does straat,male
3386,Neerkanne,null
3387,Neerlandia plein,null
3388,Nellestein pad,null
3389,Nellie Bodenheim straat,female
3390,Nellie Van Kol straat,female
3391,Nelson Mandela park,male
3392,Nemesia laan,female
3393,Neptunus plein,male
3394,Neptunus straat,male
3395,Nepveu straat,null
3396,Nes,female
3397,Nescio brug,null
3398,Nesserhoek,null
3399,Nesserland,null
3400,Nesserton,null
3401,Netwerk weg,null
3402,Nias straat,female
3403,Nibbixwoud straat,null
3404,Nic. De Roever straat,male
3405,Nickerie straat,null
3406,Nieuw Herlaer,female
3407,Nico Broekhuysen weg,male
3408,Nico Jesse kade,male
3409,Nico Snijders straat,male
3410,Nico Van Suchtelen hof,male
3411,Nicolaas Anslijn straat,male
3412,Nicolaas Beets plantsoen,male
3413,Nicolaas Beets straat,male
3414,Nicolaas Berchem straat,male
3415,Nicolaas Henneman hof,male
3416,Nicolaas Japikse straat,male
3417,Nicolaas Maes straat,male
3418,Nicolaas Ruychaver straat,male
3419,Nicolaas Tetterode straat,male
3420,Nicolaas Witsen kade,male
3421,Nicolaas Witsen straat,male
3422,Niek Engelschman brug,male
3423,Nienke Van Hichtum straat,female
3424,Nierkerke straat,null
3425,Niers straat,null
3426,Nieuwe Houttuinen,male
3427,Nieuwe Jonker straat,male
3428,Nieuw-Zeeland weg,female
3429,Nieuwe Achter gracht,male
3430,Nieuwe Aker weg,male
3431,Nieuwe Amstel brug,male
3432,Nieuwe Amstel straat,male
3433,Nieuwe Amsterdamse weg,male
3434,Nieuwe Batavier straat,male
3435,Nieuwe Doelen straat,male
3436,Nieuwe Egelantiers straat,male
3437,Nieuwe Foelie straat,male
3438,Nieuwe Gang,male
3439,Nieuwe Gieters straat,male
3440,Nieuwe Gouw,male
3441,Nieuwe Haagse weg,male
3442,Nieuwe Hem weg,male
3443,Nieuwe Heren gracht,male
3444,Nieuwe Hoog straat,male
3445,Nieuwe Keizers gracht,male
3446,Nieuwe Kerk straat,male
3447,Nieuwe Laan,male
3448,Nieuwe Leeuwarder weg,male
3449,Nieuwe Lelie straat,male
3450,Nieuwe Looiersdwars straat,male
3451,Nieuwe Looiers straat,male
3452,Nieuwe Maan straat,male
3453,Nieuwe Meer pad,male
3454,Nieuwe Nieuw straat,male
3455,Nieuwe Oostenburgerdwars straat,male
3456,Nieuwe Oostenburger straat,male
3457,Nieuwe Oostenburgervoor straat,male
3458,Nieuwe Osdorper gracht,male
3459,Pieter Van Der Meulen hof,male
3460,Nieuwe Prinsen gracht,male
3461,Nieuwe Purmer weg,male
3462,Nieuwe Ridder straat,male
3463,Nieuwe Schermer straat,male
3464,Nieuwe Sint Pieterspoort,male
3465,Nieuwe Spaarpot steeg,male
3466,Nieuwe Spiegel straat,male
3467,Nieuwe Teertuinen,male
3468,Nieuwe Tuin straat,male
3469,Nieuwe Uilenburger straat,male
3470,Nieuwe Utrechtse weg,male
3471,Nieuwe Vijzel straat,male
3472,Nieuwe Wagen straat,male
3473,Nieuwenhuysen straat,null
3474,Nieuwerhoek,null
3475,Nieuwpoort straat,null
3476,Nieuwe Westerdok straat,male
3477,Nieuwe Wetering straat,male
3478,Nieuwe Willems straat,male
3479,Nieuwe Zonne weg,male
3480,Nieuwe-Hoofd hof,male
3481,Nieuwe-Wercks brug,male
3482,Nieuwebrug steeg,null
3483,Nieuwegein laan,null
3484,Nieuwegrachtje,null
3485,Nieuwendammer Molen pad,null
3486,Nieuwendammer Sluis pad,null
3487,Nieuwendammer dijk,null
3488,Nieuwendammer kade,null
3489,Nieuwendammer straat,null
3490,Nieuwen dijk,null
3491,Nieuwersluis hof,null
3492,Nieuwevaart,null
3493,Nieuwevaart kade,null
3494,Nieuwevaart weg,null
3495,Nieuwezijds Arm steeg,null
3496,Nieuwezijds Kolk,null
3497,Nieuwezijds Voorburgwal,null
3498,Nieuwland hof,null
3499,Noordsche Compagnie brug,null
3500,Niftrik hof,null
3501,Nigelle straat,female
3502,Nigtevecht hof,null
3503,Nijen burg,male
3504,Nijlpaarden brug,null
3505,Nilda Pinto straat,female
3506,Nimrod,male
3507,Ninette De Valois kade,female
3508,Nirwana,female
3509,Nisser straat,null
3510,Nobel weg,male
3511,Nolens straat,male
3512,Noord,null
3513,Noord-Beveland straat,null
3514,Noorder Ij dijk,null
3515,Noorder Valdeur,null
3516,Noorderaker weg,null
3517,Noordwal,null
3518,Noordzeekanaal weg,null
3519,Oetewaler pad,null
3520,Noorderbreedte,null
3521,Noorderdwars straat,null
3522,Noorderhaaks pad,male
3523,Noorderhoofd,null
3524,Noorderkerk straat,null
3525,Noorderkroon straat,null
3526,Noordermarkt,null
3527,Noorder park,null
3528,Noorder straat,null
3529,Noordhollandschkanaal dijk,null
3530,Noordholland straat,null
3531,Noordkaper weg,null
3532,Noordzee weg,null
3533,Noordzijde,null
3534,Notarisappel straat,null
3535,Notenboom laan,null
3536,Noten straat,null
3537,Not weg,male
3538,Nova Zembla straat,female
3539,Nuldernauw pad,null
3540,Obi plein,male
3541,Oceanen weg,null
3542,Ochten hof,null
3543,Octaan weg,null
3544,Ode brug,female
3545,Oder weg,male
3546,Oermilla Tewarie straat,null
3547,Oesjesduiker,null
3548,Oetewaler straat,null
3549,Oeverlanden weg,null
3550,Oever pad,null
3551,Ogentroost straat,null
3552,Ohm straat,male
3553,Okeghem straat,null
3554,Oldambt straat,null
3555,Oldengaarde,null
3556,Oleander straat,male
3557,Olga De Haas straat,female
3558,Oliepalm straat,null
3559,Olieslagers steeg,null
3560,Olifantswerf,null
3561,Oliphants brug,null
3562,Olmen laan,male
3563,Olof Palme plein,male
3564,Oltmans straat,null
3565,Olympia kade,female
3566,Oogst straat,null
3567,Ooievaar pad,null
3568,Ooievaars weg,null
3569,Rotterdammer brug,null
3570,Olympia plein,female
3571,Olympia straat,female
3572,Olympia weg,female
3573,Olympisch Stadion,null
3574,Ombilin straat,null
3575,Ommegang,male
3576,Ommeren hof,null
3577,Omval,null
3578,Onbekende gracht,null
3579,Onderlangs,null
3580,Onkelboeren steeg,null
3581,Onsenoort,null
3582,Onstein,null
3583,Ookmeer weg,null
3584,Oossaander Hoop,null
3585,Oost,male
3586,Oost 1,male
3587,Oost-Indische Huis brug,male
3588,Oostakker straat,null
3589,Oosteinde,null
3590,Oosterse kade,null
3591,Oostelijke Handels kade,null
3592,Oostenburgerdwars straat,null
3593,Oostenburger gracht,null
3594,Oostenburgermidden straat,null
3595,Oostenburger park,null
3596,Oostenburgervoor straat,null
3597,Ooster Ring dijk,null
3598,Oosterdok,null
3599,Oosterdoksdraai brug,null
3600,Oudaen,female
3601,Pieter Van Der Werf straat,male
3602,Oosterdoks kade,null
3603,Oosterdoks straat,null
3604,Oosterend straat,null
3605,Oosterlengte,null
3606,Oostermeer straat,null
3607,Ooster park,null
3608,Oosterring dijk,null
3609,Oosterspoor plein,null
3610,Oostertoegang,null
3611,Oosthuizen straat,null
3612,Oostoever,null
3613,Oosttunnel,null
3614,Oostzaan straat,null
3615,Oostzaner dijk,null
3616,Oostzee weg,null
3617,Opdijk straat,null
3618,Openhart steeg,null
3619,Ophemert hof,null
3620,Ouddiemer laan,null
3621,Opheusden hof,null
3622,Opijnen hof,null
3623,Opmerkzaam,null
3624,Opperdoes pad,null
3625,Oranje Nassau laan,male
3626,Oranje-Vrijstaat kade,male
3627,Oranje brug,male
3628,Oranje laan,male
3629,Oranje plantsoen,male
3630,Orgeldraaiers pad,null
3631,Orion plantsoen,male
3632,Orion straat,male
3633,Orkney pad,male
3634,Oude Braak,female
3635,Oude Doelen straat,female
3636,Orly plein,male
3637,Ornstein straat,male
3638,Ortelius kade,null
3639,Ortelius pad,null
3640,Ortelius straat,null
3641,Ortler,null
3642,Osdorper Ban,null
3643,Oude Haagse weg,female
3644,Oude Hoog straat,female
3645,Osdorper weg,null
3646,Osdorp plein,null
3647,Ossenspook steeg,null
3648,Ostwald straat,male
3649,Otopeni weg,male
3650,Ottho Heldring straat,male
3651,Oturia,null
3652,Ouborg,null
3653,Oudekerks plein,null
3654,Oudemanhuispoort,null
3655,Oudenaarde plantsoen,null
3656,Oudenrijn laan,null
3657,Ouderkerker dijk,null
3658,Oudeschans,null
3659,Oudezijds Achterburgwal,null
3660,Oudezijds Arm steeg,null
3661,Oudezijds Kolk,null
3662,Oudezijds Voorburgwal,null
3663,Oudorper straat,null
3664,Ouwerdingen pad,null
3665,Overamstel straat,null
3666,Pieter Vlaming straat,male
3667,Overbraker pad,null
3668,Overdam,null
3669,Overdiemer weg,null
3670,Overflakkee straat,null
3671,Overhaalsgang,null
3672,Overhaal straat,null
3673,Overhoekspark laan,null
3674,Overleg,null
3675,Overpelt straat,null
3676,Overschie straat,female
3677,Oversinge,null
3678,Overslag,null
3679,Overslag hof,null
3680, Pad Achter Volkstuin Lissabon,female
3681,Padang straat,male
3682,Paerlduiker,null
3683,Pakinge hof,null
3684,Paladru hof,null
3685,Palamedes straat,male
3686,Paleis straat,female
3687,Palembang straat,male
3688,Palestrina straat,null
3689,Palet straat,male
3690,Palmdwars straat,null
3691,Overtoom,null
3692,Overveen straat,null
3693,Overvoorde,null
3694,Overzicht weg,female
3695,P Amstel park,null
3696,P+R Zee burg I,null
3697,P. Dijkstra plein,null
3698,P. Hans Frankfurther singel,null
3699,P. Lieftinck straat,null
3700,P.E. Tegelberg plein,null
3701,P.J. Oud straat,null
3702,P.L. Marnette straat,null
3703,P5 Villa Arena,null
3704,Pa Sem brug,null
3705,Paalberg weg,null
3706,Paardekraal straat,null
3707,Paarden straat,null
3708,Paasheuvel weg,null
3709,Paavo Nurmi pad,male
3710,Palm gracht,male
3711,Palm straat,male
3712,Paltrok,null
3713,Pamir straat,male
3714,Pampus laan,null
3715,Panama kade,male
3716,Panama laan,male
3717,Panchuli steeg,null
3718,Pancras straat,male
3719,Pandim steeg,null
3720,Pandorina straat,null
3721,Pannerden straat,null
3722,Pantograaf straat,null
3723,Papaverhoek,null
3724,Polanen hof,null
3725,Papaver weg,male
3726,Papenbroeks steeg,null
3727,Papenbrug steeg,null
3728,Papendrecht straat,null
3729,Papiermolensluis,null
3730,Papier weg,male
3731,Paradijsappel straat,null
3732,Paradijs plein,null
3733,Paradiso,female
3734,Paramaribo plein,null
3735,Paramaribo straat,null
3736,Parel straat,male
3737,Park hof,female
3738,Parlevinker,null
3739,Parlevinker pad,null
3740,Parmenides straat,male
3741,Pazzani straat,null
3742,Peel straat,male
3743,Pegasus straat,male
3744,Scharenslijpers pad,null
3745,Parnassus weg,male
3746,Paros straat,male
3747,Parthenon hof,female
3748,Pascal straat,male
3749,Passage 2,female
3750,Passage 3,female
3751,Passeerders gracht,null
3752,Passeerders straat,null
3753,Passtukken pad,null
3754,Pastel straat,female
3755,Pasteur straat,male
3756,Pasubio,null
3757,Pater Van Kilsdonk brug,male
3758,Paternoster steeg,male
3759,Paters laan,null
3760,Patrice Lumumba straat,male
3761,Patroclos straat,null
3762,Paul Huf kade,male
3763,Paul Scholten straat,male
3764,Paul Schuitema hof,male
3765,Paul Van Vlissingen straat,male
3766,Paulus Potter straat,male
3767,Paulus Van Hemert straat,male
3768,Pauwels-Van Biene straat,male
3769,Pauwen pad,null
3770,Scharrebiersluis,null
3771,Peilscheidings kade,null
3772,Pekelharing straat,null
3773,Pelerin,null
3774,Pelikaan brug,female
3775,Pelikaan straat,female
3776,Pelister steeg,female
3777,Penninks hof,null
3778,Penny hof,female
3779,Penseel straat,null
3780,Pentagon,male
3781,Peper straat,male
3782,Pepijn pad,male
3783,Peren pad,male
3784,Pernau brug,null
3785,Perseus straat,male
3786,Persijn,male
3787,Pers straat,male
3788,Perzik straat,null
3789,Peseta laan,null
3790,Pestalozzi hof,null
3791,Pesthuys brug,null
3792,Petemayen brug,null
3793,Peter Schat straat,male
3794,Peter Van Anrooy straat,male
3795,Peter Wotke hof,male
3796,Petmolen,null
3797,Pieter Langendijk straat,male
3798,Polanen straat,null
3799,Petroleumhaven weg,null
3800,Petrus Blok hof,male
3801,Petten straat,null
3802,Peursum straat,null
3803,Philip Bloemendal brug,male
3804,Philip Vingboons straat,male
3805,Piarco plein,null
3806,Pieneman straat,null
3807,Pier Afrika,male
3808,Pramen pad,null
3809,Pier Amerika,male
3810,Pier Azië,male
3811,Pier Europa,male
3812,Pier Pander straat,male
3813,Pierre Cuypers hof,male
3814,Pierre Lallement straat,male
3815,Piet Dickentman brug,male
3816,Piet Gijzenbrug straat,male
3817,Piet Hein Garage,male
3818,Piet Hein kade,male
3819,Pieter Lastman kade,male
3820,Pieter Lodewijk Tak straat,male
3821,Pieter Oosterhuis straat,male
3822,Pieter Oosterlee hof,male
3823,Pieter Pauw straat,male
3824,Pieter Post pad,male
3825,Piet Heintunnel,male
3826,Piet Ikelaar pad,male
3827,Piet Kranenberg pad,male
3828,Piet Laroo straat,male
3829,Piet Meerburg brug,male
3830,Piet Moeskops pad,male
3831,Piet Moes pad,male
3832,Piet Mondriaan plein,male
3833,Piet Mondriaan straat,male
3834,Piet Nak straat,male
3835,Piet Paaltjens pad,male
3836,Piet Peelen brug,male
3837,Piet Wiedijk straat,male
3838,Piet Zwart hof,male
3839,Pieter Post singel,male
3840,Scharwouder straat,null
3841,Pieter A. Van Heijninge straat,male
3842,Pieter Aertsz straat,male
3843,Pieter Bast straat,male
3844,Pieter Boorsma pad,male
3845,Pieter Bor straat,male
3846,Pieter Caland laan,male
3847,Pieter Caland plantsoen,male
3848,Pieter Cornelisz. Hooft straat,male
3849,Pieter De Hooch straat,male
3850,Pieter Jacobszdwars straat,male
3851,Pieter Jacobsz straat,male
3852,Pieter Weers pad,male
3853,Pieter Zeeman laan,male
3854,Pietersberg weg,null
3855,Pigment straat,male
3856,Pijlkruid straat,null
3857,Pijl steeg,null
3858,Pikolet straat,null
3859,Pilatus,null
3860,Pilau brug,male
3861,Piloten straat,null
3862,Pina Bausch plein,female
3863,Pinas straat,male
3864,Pindos pad,null
3865,Pindos weg,null
3866,Pinksterbloem straat,null
3867,Pioenen laan,null
3868,Piraeus plein,null
3869,Piri Reis plein,male
3870,Pirin steeg,female
3871,Pirola straat,male
3872,Pisuisse hof,null
3873,Plaatwerker straat,null
3874,Plancius straat,null
3875,Planeten plein,null
3876,Planeten straat,null
3877,Plantage Bad laan,null
3878,Plantage Dok laan,null
3879,Plantage Kerk laan,null
3880,Plantage Lepel laan,null
3881,Plantage Midden laan,null
3882,Plantage Muider gracht,null
3883,Plantage Park laan,null
3884,Plantage Westerman laan,null
3885,Plantage kade,null
3886,Platanen weg,null
3887,Platenwagen weg,null
3888,Plato straat,male
3889,Pleimuiden,null
3890, Plein '40-'45,female
3891,Reinaert De Vos straat,male
3892, Plein Spanje '36-'39,female
3893,Plejaden plein,null
3894,Plejaden weg,null
3895,Plesman laan,null
3896,Pleso straat,null
3897,Plimsoll weg,null
3898,Ploeg straat,null
3899,Plotter straat,male
3900,Plutarchus straat,null
3901,Pluto straat,male
3902,Pluvier plein,male
3903,Pluvier straat,male
3904,Poederooien straat,null
3905,Poeldijk straat,null
3906,Poentunnel,null
3907,Poggenbeek straat,null
3908,Polder weg,male
3909,Polijster weg,null
3910,Pollux plein,male
3911,Pollux straat,male
3912,Polonceau- Kade,null
3913,Polsbroek straat,null
3914,Polygoon gracht,null
3915,Pomona straat,female
3916,Pompman straat,null
3917,Pond Sterling laan,male
3918,Ponser straat,null
3919,Pontanus straat,null
3920,Pont plein,male
3921,Pontsteiger,null
3922,Poolster straat,null
3923,Pool straat,male
3924,Poortland,null
3925,Purmer hof,null
3926,Reinhard Dozy hof,male
3927,Poppendammer gouw,null
3928,Populieren laan,null
3929,Populieren weg,null
3930,Populier straat,null
3931,Portengen straat,null
3932,Portsmuiden,null
3933,Posbank pad,null
3934,Postje Van Gerrit Vreling,null
3935,Postjes kade,null
3936,Postjes weg,null
3937,Potgieter straat,null
3938,Potvis straat,null
3939,Prado laan,male
3940,Raam straat,male
3941,Prater laan,male
3942,Preanger straat,null
3943,Presanella,null
3944,President Allende laan,male
3945,President Brand straat,male
3946,President Kennedy plantsoen,male
3947,President Steyn plantsoen,male
3948,President Steyn straat,male
3949,Pretorius straat,null
3950,Prikneus,null
3951,Princes Dock straat,female
3952,Prins Bernhard plein,male
3953,Professor J.H. Gunning straat,male
3954,Professor Oranje straat,male
3955,Profilti gracht,null
3956,Programmeur straat,null
3957,Prins Hendrik kade,male
3958,Prins Hendrik laan,male
3959,Prinseneiland,null
3960,Propaan weg,null
3961,Propeller straat,female
3962,Psychiatrisch,null
3963,Puck Van Duyne Brouwer brug,female
3964,Raasdorper weg,null
3965,Rachel Ruysch brug,female
3966,Prinsen gracht,male
3967,Prinsenhofs steeg,null
3968,Prinsenliefhebbersgang,null
3969,Prinsensluis,null
3970,Prinsen straat,male
3971,Prinses Amalia plein,female
3972,Prinses Irene straat,female
3973,Prinses Margriet straat,female
